text,label
漸進,1
精益求精,1
克勤克儉,1
大公無私,1
典範,1
非凡,1
赴湯蹈火,1
高瞻遠矚,1
魁梧,1
老當益壯,1
伶俐,1
埋頭苦幹,1
柔情,1
勃發,1
自若,1
謹慎,1
審慎,1
靡麗,1
嬌豔,1
風趣,1
澎湃,1
奇觀,3
謙和,1
勤懇,1
秋毫無犯,1
任勞任怨,1
勤奮好學,1
恩澤,1
聚精會神,1
折服,0
孝子,1
事半功倍,1
通順,1
巍巍,1
穩重,1
犀利,1
響徹雲霄,1
義正詞嚴,1
湧現,1
幽美,1
斬釘截鐵,1
忠誠,1
美德,1
仁義,1
狷介,1
爽直,1
脫俗,1
精忠,1
盡忠,1
誠樸,1
持重,1
好性兒,1
大丈夫,1
膽略,1
穎慧,1
忠順,1
精誠,1
堅貞,1
公允,1
活泛,1
雄健,1
謹飭,1
專一,1
嘖嘖稱羨,1
經心,2
洪大,1
甜潤,1
堅忍,1
纖塵不染,1
救死扶傷,1
團體精神,1
活波,1
作善降祥,1
情堅金石,1
全神貫注,1
警覺,1
傳神,1
工整,1
均勻,0
明智,1
強壯,1
全面,1
穩固,0
新穎,1
勻稱,1
清澈,1
嚴細,0
迅捷,1
徐徐,1
悍將,1
英雄漢,1
公事公辦,1
廉正無私,1
搭救,1
救危排險,1
溫暖如春,1
讚頌,1
摩登,1
姣好,1
花枝招展,0
嬌豔欲滴,1
光芒四射,1
丟卒保車,1
水米無交,1
肅貪倡廉,1
超凡脫俗,1
不俗,1
貞潔,1
一清二白,1
安定團結,1
鮮活,1
民富國強,1
無可挑剔,1
有聲有色,1
勢不可擋,1
彪炳史冊,1
聲震寰宇,1
叫座,0
物美價廉,1
醇香,1
頂呱呱,1
搶眼,1
超塵拔俗,1
堪稱一絕,1
身手不凡,1
實打實,1
盡善盡美,1
獨領風騷,1
獨具一格,1
上口,0
恩同再造,1
昂奮,0
白淨,1
褒美,1
寶劍,1
報謝,1
憤激,0
氣不忿,0
憂憤,2
憤慨,0
民憤,0
怒視,0
易怒,0
動氣,0
大發雷霆,0
公憤,0
洩憤,2
怒目,0
一刀兩斷,2
三尸暴跳，七竅生煙,0
皇上拍桌子－盛怒,0
艴然不悅,2
怒目而視,2
聲色俱厲,2
熱鍋上的蒸籠－氣到頂了,0
屍骨未寒,0
酸辛,0
傷感,0
哀叫,0
節哀,0
痛失,0
椎心泣血,0
無辜,0
痛切,0
憂戚,0
切膚之痛,0
啼哭,0
哀泣,0
泣不成聲,0
淚汪汪,0
惜老憐貧,1
苦味,0
去日苦多,0
荒涼,0
星離雲散,0
重溫舊夢,0
孤單,0
食不下咽,0
觸景商情,0
寡婦死了兒－哭得好傷心,0
板栗連殼吞下肚－千針萬刺痛在心,0
鋼針刺胸口－心痛,0
啞巴吃黃連－有苦說不出,0
有口難分,0
水深火熱,0
哀求,0
發憷,0
駭異,0
恐怖,0
生怕,0
畏罪,0
慎重,1
屁滾尿流,2
諱言,0
發毛咕,0
艱辛,0
魂飛天外,0
惶惶而不可終日,0
傾耳側目,0
屈服,2
暗算,2
暴徒,2
蠶食鯨吞,2
醜劇,2
勾結,2
詭計,2
荒淫,2
打家劫舍,2
毒害,2
惡人,2
逢迎,2
狼心狗肺,2
溜鬚拍馬,2
惡感,2
憎恨,0
邪惡,2
迫害,2
無禮,2
怨氣,0
侵入,2
曲意逢迎,2
色厲內荏,2
鄙視,2
夙怨,0
屠殺,2
妄想,2
瘟神,2
無惡不作,2
興妖作怪,2
榨取,2
罪大惡極,2
小視,2
嗤之以鼻,2
薄情,2
專斷,2
貪杯,2
欺生,2
奸笑,2
潮溼,2
烏鴉命－人人憎,0
千仇萬恨,2
過街老鼠,2
怵心劌目,2
狼狽不堪,2
視而不見,2
兔崽子,2
黨徒,2
窮酸,2
壞分子,2
土棍,2
魔頭,2
悍婦,2
死心眼兒,2
謠諑,2
羊質虎皮,2
暗淡,2
不齒,2
不悅,0
乏味,2
悵惘,0
熬心,2
逆耳,2
頹喪,2
愁眉苦臉,0
離愁,2
懊喪,0
壓抑,0
頭痛,0
慪氣,0
窘態,0
鬧情緒,0
心病,0
俗不可耐,2
逼迫,2
一潭死水,2
借酒消愁,0
憂國愛民,1
疲勞,0
不知所為,2
唉聲嘆氣,2
自貽伊戚,2
迷惘,0
百無聊賴,0
吃力,0
懊糟,2
蹦躂,2
害羞,0
羞恥,2
羞赧,0
磨不開,0
羞羞答答,0
愧疚,0
錯怪,0
歉意,0
悔罪,0
終天之恨,2
慌張,2
焦慮不安,0
心亂如麻,0
焦慮,0
忐忑,0
操切,2
惶惶,2
驚惶失措,2
毛躁,2
匆匆,0
耗子遇見貓－六神無主,0
孫大聖鬧天宮－慌了神,0
顧左右而言其他,0
顧此失彼,2
張皇失措,2
奔竄,2
洩氣,0
憾事,2
悲觀失望,2
回天乏術,2
寸步難行,0
敗局,0
嫉賢妒能,2
打破醋罈子,2
過敏,2
啟人疑竇,2
多疑,2
傲慢,2
保守,2
捕風捉影,2
沉溺,2
出爾反爾,2
物慾,0
虎頭蛇尾,2
豪傑蜂起,1
大法小廉,1
國富兵強,1
朗朗乾坤,1
四海昇平,1
長夜難明,2
民窮財盡,2
有天無日,2
除患寧亂,1
正理平治,1
盛名之下，其實難副,2
十年樹木，百年樹人,1
成敗論人,2
黃鐘譭棄，瓦釜雷鳴,2
毛遂自薦,1
三顧茅廬,1
知人善任,1
存亡安危,1
功力兼人,1
經綸濟世,1
陰謀詭計,2
一琴一鶴,1
欺公罔法,2
瀆貨無厭,2
貪墨敗度,2
憂公無私,1
徇私舞弊,2
打抱不平,1
抑暴扶弱,1
扶傾濟弱,1
牆倒眾人推,2
信誓旦旦,1
狡兔死，良狗烹,2
布衣疏食,1
節用厚生,1
輕車簡從,1
揮金如土,2
鋪張揚厲,2
標新立異,3
陳言務去,1
百事大吉,1
萬事亨通,1
胡思亂想,2
夢中說夢,2
子虛烏有,2
危如絲髮,0
燕雀處堂,0
弘毅寬厚,1
石爛海枯,1
至死不變,1
道古稽今，言遠和近,1
一孔之見,2
以貌取人,2
大吹法螺,2
張大其事,2
只見樹木，不見森林,2
東掩西遮,2
洞幽燭微,1
審時度勢,1
九天九地,1
天差地遠,0
雲泥之別,2
必由之路,1
一鼓作氣,1
窮途之哭,2
山崩川竭,0
世殊事異,2
望而卻步,2
翻翻覆覆,2
復舊如初,1
死灰復燃,2
緊箍咒,0
拔本塞源,2
毀於一旦,2
積勞成疾,0
入室弟子,1
天下興亡，匹夫有責,1
有憑有據,0
阪上走丸,1
責無旁貸,0
換羽移宮,1
百花爭豔,1
移花接木,2
化險為夷,1
英雄氣短,2
九牛二虎之力,0
直抒己見,1
八面玲瓏,3
賓至如歸,1
大醇小疵,2
元龍豪氣,1
錦上添花,1
景星鳳凰,3
忍辱負重,1
屢教不改,2
稀奇古怪,0
頑梗不化,2
二八佳人,1
厚貌深情,2
先入為主,2
錦瑟年華,1
重規疊矩,2
零敲碎打,2
因襲陳規,2
蚍蜉帶盆,2
慚鳧企鶴,2
鐘鳴漏盡,0
反吟伏吟,0
郎才女貌,1
九世同堂,1
清塵濁水,0
捧腹大笑,0
名門望族,1
洞天福地,1
蓬戶甕牖,2
賞同罰異,2
土階茅屋,2
茶餘酒後,0
白骨露野,2
斷梗飄蓬,2
以暴易暴,2
不勝衣,2
鐵樹開花,0
血流如注,0
頭疼腦熱,0
滅門絕戶,2
斗酒隻雞,0
孤兒寡婦,0
孤身隻影,0
發聾振聵,1
北辰星拱,1
德深望重,1
名重識暗,2
口吻生花,1
暢所欲言,1
言近旨遠,3
伶牙俐齒,3
臨事而懼,2
洞見癥結,1
海外奇談,3
信口胡言,2
喙長三尺,2
空談快意,2
虛談高議,2
刺刺不休,2
數黃道黑,2
不得其死,2
赤口毒舌,2
靈機一動,1
臨機處置,1
設身處地,1
記憶猶新,0
有聞必錄,2
歷歷可數,0
心有靈犀一點通,1
暮鼓晨鐘,1
反躬自問,1
退思補過,0
坐不窺堂,1
不看了了,2
楚囚對泣,2
傍人籬壁,2
居功自持,2
挾勢弄權,2
欺世罔俗,2
欺天罔地,2
上樑不正下樑歪,2
坐於塗炭,2
彌天大禍,2
屋漏偏遭連夜雨,2
堆金疊玉,1
填阬滿谷,0
彈丸之地,2
畫棟雕樑,1
釜中生魚,2
聊以卒歲,2
賣身投靠,2
攀龍附驥,2
依草附木,2
讒口嗷嗷,2
積毀銷骨,2
玄酒瓠腑,0
搬口弄舌,2
挑撥離間,2
荒淫無道,2
聲色貨利,2
爨桂炊玉,2
食玉炊桂,2
殺人滅口,2
殺人越貨,2
寅吃卯糧,0
動心忍性,1
嚴氣正性,1
扶東倒西,2
高壘深溝,0
一夫當關，萬夫莫開,1
厲兵秣馬,1
枕戈寢甲,1
兵連禍結,2
烽火連天,2
柔茹寡斷,2
打躬作揖,2
俯首帖耳,2
下氣怡聲,2
惡醉強酒,2
劈兩分星,2
後浪推前浪,1
漏網之魚,2
逍遙法外,2
塞翁失馬,0
撒村罵街,2
耳目一新,1
賄賂公行,2
遠水不救近火,2
似箭在弦,0
錯綜複雜,0
不徐不疾,1
差三錯四,2
輕重倒置,2
跋前疐後,0
焦頭爛額,2
渾身解數,0
大白於世,0
圖窮匕見,2
有加無已,2
風雲不測,0
人命危淺,2
衰多益寡,1
釁發蕭牆,2
七拼八湊,2
可乘之機,2
怕硬欺軟,2
肆言詈辱,2
獨霸一方,3
藏垢納汙,2
自欺欺人,2
狗頭軍師,2
吞雲吐霧,2
攻守同盟,2
同惡相濟,2
放任自流,2
鳶飛魚躍,1
引類呼朋,2
大打出手,2
互相推諉,2
通權達變,1
包辦代替,2
殫精畢力,1
悉索敝賦,1
目無法紀,2
金貂換酒,2
春暖花香,1
麗日和風,1
風清月朗,1
雪窖冰天,2
水光山色,1
花朝月夕,1
雲蒸霞蔚,1
自始至終,1
察察為明,2
杜口木舌,2
不知深淺,2
拿腔做勢,2
兼權熟計,1
以力服人,2
緯武經文,1
執牛耳,1
才貌超群,1
風雲人物,1
絕世超倫,1
能文能武,1
人才出眾,1
頭角崢嶸,1
允文允武,1
寸指測淵,2
寡見少聞,2
立地書櫥,1
真才實學,1
有眼無珠,2
試金石,1
蛟龍得水,1
一歲三遷,3
兼覆無遺,1
一世龍門,1
心有餘而力不足,2
龐然大物,0
烏有先生,2
黔突暖席,2
失之東隅，收之桑榆,1
如入無人之境,1
生死之交,1
霧鬢風鬟,1
高足弟子,1
才調秀出,1
何樂而不為,1
不敗之地,1
胸有成竹,1
披露腹心,1
鳳凰于飛,1
車馬盈門,1
雨後春筍,1
功標青史,1
書功竹帛,1
旰食之勞,1
夙夜匪懈,1
孜孜不怠,1
眼觀六路，耳聽八方,1
相輔而行,1
春蘭秋菊,1
獨步天下,1
急中生智,1
日下無雙,1
十行俱下,1
無所不通,1
凡事預則立，不預則廢,1
相容幷包,1
龍章鳳姿,1
堯趨舜步,1
美如冠玉,1
相貌堂堂,1
風流旖旎,1
朱唇皓齒,1
以德報德,1
面折廷爭,1
守正不阿,1
直道而行,1
悃愊無華,1
過五關，斬六將,1
待時而動,1
改步改玉,1
清源正本,1
旗開得勝,1
寬以待人,1
萬頃之陂,1
忘懷得失,1
彈無虛發,1
偷營劫寨,0
置之死地而後生,1
橫掃千軍,1
人強馬壯,1
無敵於天下,1
縱橫馳騁,1
磨穿鐵硯,1
豁目開襟,1
勇猛精進,1
金玉良言,1
放下屠刀，立地成佛,1
洗心革面,1
鷹鼻鷂眼,2
阿諛取容,2
妒能害賢,2
懷才之遇,2
雞皮鶴髮,2
交臂失之,2
道盡途窮,2
無補於事,0
節節敗退,2
師老民困,2
人老珠黃,2
行屍走肉,2
不朗不秀,2
駑馬戀棧,2
臭肉來蠅,2
同流合汙,2
樑上君子,2
死有餘僇,2
背道而馳,2
弄假成真,2
以冰致蠅,2
屋下架屋,2
蠢如鹿豕,2
扣盤捫燭,2
諂山傲下,2
罪魁禍首,2
同床異夢,2
鼴腹易盈,2
淆惑視聽,2
無的放矢,2
矜功伐善,2
說嘴打嘴,2
自取其咎,2
作繭自縛,2
橫生枝節,2
家道中落,0
漫天烽火,0
慘淡經營,1
門可羅雀,0
百無一能,2
遇人不淑,2
無脛而行,0
席不暇暖,0
貪小失大,2
斷章截句,2
點金成鐵,2
佶屈聱牙,2
白頭相守,1
乘車戴笠,0
拳拳盛意,0
不期而遇,0
高山流水,1
玉堂金馬,1
化干戈為玉帛,0
修文偃武,1
海內存知己，天涯若比鄰,0
被髮文身,0
皓首蒼顏,0
口服心折,0
兄肥弟瘦,1
並蒂蓮,1
一雙兩好,1
問牛知馬,0
道路相告,0
應接不暇,0
崇本抑末,0
是非分明,1
遠交近攻,0
班師得勝,0
過目不忘,1
溫故知新,0
沉鬱頓挫,0
好語似珠,1
一片至誠,1
人前背後,2
從容就義,1
慷慨赴義,1
勇猛直前,1
黃花晚節,1
忠肝義膽,1
承歡膝下,1
卑禮厚幣,1
敬賢愛士,1
香花供養,1
不以人廢言,1
有則改之，無則加勉,1
自作聰明,2
芻蕘之見,0
管見所及,2
遜志時敏,1
傲視輕物,2
好自矜誇,2
目無下塵,2
朋黨之爭,2
爭名於朝，奪利於世,2
狼吞虎嚥,2
貪求無厭,2
蠱惑人心,2
頂了,1
FT,0
啥也不說了,2
抓狂,0
稀飯,1
超讚,1
_ass,2
臭嘴,2
糗大了,0
狂頂,0
爛人,2
Happy,1
RY,2
蛋白質,2
leecher,2
牛x,1
kaka,1
我吐,2
好高務遠,2
荒謬,2
看風使舵,2
大雜燴,2
兜售,2
剛愎自用,2
誇誇其談,2
愛發牢騷,2
爛攤子,2
理屈詞窮,2
亂七八糟,2
貌合神離,2
頹靡,2
謀害,2
懦弱,2
不堪入目,2
兇惡,2
蚍蜉撼樹,2
刻板,2
奇貨可居,2
巧立名目,2
清規戒律,0
輕舉妄動,2
三心二意,2
奢侈,2
失職,2
四分五裂,2
呆若木雞,2
挑肥揀瘦,2
視同兒戲,2
萬馬齊喑,2
無的放失,2
無所不至,2
洗劫,2
閒言碎語,2
倚仗,2
雜亂,2
自私,2
惡狠狠,2
陰賊,2
邪念,2
幸災樂禍,2
刁悍,2
老奸巨猾,2
不義,2
乏貨,2
拿大,2
自命不凡,2
落落寡合,2
拘執,2
頑固不化,2
乖僻,2
裝假,2
油嘴滑舌,2
厚此薄彼,2
利己主義,2
刻舟求劍,2
村俗,2
詐唬,2
擺譜兒,2
貿然,2
愚味,2
不知進退,2
冠冕堂皇,2
浮漂,2
刁詐,2
虛浮,2
土氣,2
膽小,2
心不在焉,2
首鼠兩端,2
粉飾,2
離譜,2
賣好,2
欺矇,2
招搖撞騙,2
做鬼,2
瞎鬧,2
策劃,0
斥責,2
被動,2
反眼不識,2
反覆無常,2
神經,2
異想天開,2
心眼多,2
簡陋,2
偏激,2
冷眼旁觀,2
冷語冰人,2
分文不值,2
模糊不清,2
慢慢騰騰,2
慢悠悠,3
獨斷,2
不近人情,2
安於現狀,2
半封建,0
吃偏飯,2
譏笑,2
老一套,2
明哲保身,2
貪心不足,2
不廉,2
低俗,2
有傷風化,2
守財奴,2
淫蕩,2
蕩檢逾閑,2
詬罵,2
抓破臉,2
恩將仇報,2
耍花招,2
獻媚,2
阿諛奉承,2
破綻百出,2
毫不留情,2
一文不值,2
盲人摸象,2
理虧|,2
莫名其妙,2
寡廉鮮恥,2
有名無實,2
歹心,2
名不符實,2
想當然,2
劣等,2
暗殺,0
把持,2
白費,2
敗葉,2
暴利,2
笨蛋,2
編派,0
不濟,2
慘殺,2
舌橋不下,0
念念不忘,0
輾轉思念,0
物是人非,0
年富力強,1
憷場,2
借刀殺人,2
疑惑,0
頑皮,3
瘋狂,2
大吃一驚,0
驚異,0
離奇,2
打底,0
不慌不忙,1
鎮靜,1
精明強幹,1
畢肖,1
辯才,1
賓朋,1
秉正,1
博古,1
不渝,2
才識,1
綵牌樓,3
蒼綠,1
徜徉,1
草芥,2
差池,2
拆臺,2
孱弱,2
剿說,2
扯臊,2
陳規,2
逞兇,2
暢述,1
超邁,1
徹悟,1
稱慶,1
呈遞,1
魑魅,2
衝犯,2
醜話,2
臭棋,2
呈祥,1
澄空,1
衝鋒,0
綢繆,1
傳世,1
出局,2
創意,1
垂詢,1
純美,1
創傷,0
鶉衣,2
疵品,2
粗莽,2
篡改,2
措大,2
大話,2
黨棍,2
倒運,2
盜騙,2
低檔,2
國賓,1
國事,1
憨實,1
酣甜,1
敵酋,2
地煞,2
凋落,2
喋喋,2
鬥氣,2
毒手,2
黷武,2
短見,2
掇弄,2
厄運,2
惡煞,2
惡兆,2
發狂,2
藩籬,0
犯憷,0
犯傻,2
妨礙,0
飛賊,2
非法,2
廢然,2
僨事,2
浮詞,2
腐舊,2
乾號,2
割據,0
苟安,2
辜負,2
關礙,2
慣家,2
鬼怪,0
綽約,1
辭讓,1
蔥籠,1
璀璨,1
脆爽,1
答拜,1
大才,1
大器,1
大型,0
帶引,0
膽氣,1
鬼混,2
得道,1
得手,0
的當,1
地利,1
典重,1
鼎力,1
過當,2
含混,2
黑道,2
黑手,2
哄抬,2
胡說,2
話柄,2
惶然,2
譭棄,2
穢氣,2
混說,2
禍事,2
極權,2
家賊,2
奸商,2
簡慢,2
狡計,2
芥蒂,2
糾合,2
攫取,2
賴賬,2
苛責,2
空泛,2
訂交,0
洞達,1
洞天,1
狂言,2
虧負,2
篤情,1
端靜,1
敦聘,1
奪標,0
娥眉,1
恩物,1
繁富,1
範文,1
芳心,1
蜚聲,1
肥甘,1
奮鬥,1
豐美,1
豐收,1
風光,1
奉獻,1
福祉,1
富庶,1
賅備,1
甘當,1
甘願,0
剛決,1
高敞,1
高古,1
狼藉,2
落架,2
冷害,2
厲鬼,2
凌轢,2
流弊,2
高臥,1
漏稅,2
亂兵,2
亂子,2
落馬,2
罵街,2
忙亂,2
冒進,2
媚世,2
糜爛,2
民賊,2
魔王,2
告成,1
革新,1
攻克,1
功底,1
躬行,1
夠朋友,1
乖覺,1
觀賞,1
暮氣,2
納粹,2
納賄,2
廣宇,0
鬧騰,2
內憂,2
膩歪,2
扭捏,0
女巫,2
拍馬,2
叛亂,2
汗青,1
豪舉,1
賠錢,2
批繆,2
屁話,2
騙術,2
頻仍,2
破滅,2
乞討,0
慳吝,2
淺學,2
強梁,2
磽薄,2
河山,1
合理,1
和調,1
賀聯,1
鴻儒,1
鴻福,1
宏闊,1
厚恩,1
虎勁,1
互助,1
化育,1
歡聲,1
黃金,1
恢復,1
惠風,1
活便,1
火花,1
激賞,1
機變,1
機運,1
吉星,1
侵奪,2
輕慢,2
囚犯,2
屈膝,2
權貴,2
群氓,2
冗員,2
喪亂,2
嗇刻,2
煞氣,2
上鉤,3
失察,2
失閃,2
失著,2
事故,2
受過,0
受窮,2
樹敵,2
說客,2
廝混,2
肆擾,2
損害,2
塌臺,2
糖彈,2
套購,2
挑動,2
同謀,2
屠戮,2
退化,2
瓦全,2
翫忽,2
妄斷,2
忘本,2
違反,2
倭寇,2
誣栽,2
西風,2
洗盪,0
黠慧,2
下游,0
險象,2
囂鬧,2
小鞋,2
邪道,2
邪祟,2
腥臊,2
凶年,2
兇焰,2
朽木,2
虛怯,2
續貂,2
玄虛,2
馴化,2
炎涼,2
洋鬼子,0
妖霧,2
業障,2
遺恨,2
臆說,2
陰狠,2
淫辭,2
淫邪,2
迎合,2
憂煩,2
誘餌,2
迂拘,2
愚闇,2
語病,2
冤魂,0
切合,1
冤獄,2
怨嗟,2
親睦,1
勤力,1
清醇,1
砸鍋,2
雜質,2
大師,1
山窮水盡,2
天才,1
不二法門,0
黑白分明,1
明察秋毫,1
皎潔,1
作為,0
蜂擁而上,0
毒化,2
鬼斧神工,1
怒氣,0
及時,0
差役,2
褒揚,1
調戲,2
管事,1
匹夫,2
活躍,1
敗退,2
頂撞,0
私心,2
披肝瀝膽,1
回味,0
本分,0
遊刃有餘,1
燦若雲霞,1
夭折,0
衰敗,0
空談,2
因地制宜,1
粗暴,2
婉轉,1
簡易,0
進步,1
習染,2
骨幹,1
無私,1
束手無策,0
身強力壯,1
激揚,1
坦白,1
懷疑,0
行將就木,2
大團結,1
柔和,1
翠綠,0
亂哄哄,2
丟人現眼,2
合宜,1
熨帖,0
謹嚴,1
用心,1
智囊,1
對頭,1
節省,0
沆瀣一氣,2
小丑,2
光耀,0
頹唐,2
活脫,0
貢獻,1
惶惶不可終日,0
掛一漏萬,2
狀元,1
和氣,1
企圖,0
關照,0
簞食瓢飲,0
破落,0
深謀遠慮,1
漫無邊際,2
喜事,1
坐井觀天,2
曠達,1
不安,0
疙疙瘩瘩,0
鬱結,0
講究,0
把穩,1
便捷,1
難受,0
二五眼,2
解除,3
唯唯諾諾,2
折磨,0
復甦,0
漏洞,2
前仰後合,0
嗚呼哀哉,0
平分秋色,0
抑制,0
英明,1
退步,2
貪戀,0
不幸,0
一仍舊貫,0
櫛風沐雨,1
拙樸,1
非議,2
白璧無瑕,1
拿手好戲,1
涼快,1
零碎,0
含糊其辭,2
靦腆,0
氣昂昂,1
殘害,2
瑰瑋,1
無可置疑,0
急功近利,2
一定,0
搖尾乞憐,2
煩亂,2
奮戰,1
失慎,2
死皮賴臉,2
順理成章,0
平靜,0
安詳,0
事與願違,0
薄弱,2
一味,2
平易,1
打扮,0
簡便,0
適逢其會,1
自咎,0
膩煩,2
欣賞,1
超越,0
故態復萌,2
強盛,1
痛快淋漓,1
氣短,2
肯定,0
歡喜,0
市儈,2
奮勉,1
祥和,1
耽擱,2
曖昧,3
繞圈子,2
大方,1
平整,0
碩果僅存,1
願意,0
有恃無恐,2
紙上談兵,2
背時,2
豁亮,1
恣意,2
畏首畏尾,2
悠悠忽忽,0
安定,0
驕橫,2
赤地千里,0
詐騙,2
經綸,0
孤寂,0
可觀,1
一籌莫展,0
嬋娟,1
居心,2
助長,2
搬弄,2
寧靜,1
父老,1
危害,0
光復,1
長進,1
妙不可言,1
鼓吹,2
好事,1
災荒,2
懨懨,0
窘困,0
經典,1
深情,0
對頭,0
光耀,1
貢獻,1
愛好,0
清寒,0
依依,1
開闊,1
荒漠,0
吵鬧,2
便利,0
殺人不見血,2
困難,0
憂懼,0
漆黑一團,0
規範,1
危殆,2
乾脆,0
虛構,2
自然,0
佳人,1
好事,3
氣衝牛斗,0
無奈,0
樂天,1
鮮美,1
憂心,0
不過意,0
操之過急,2
成心,2
顛三倒四,2
合時,1
和暢,1
和洽,1
虎背熊腰,1
精製,1
困惑,0
冷清,0
抹不開,0
年久失修,0
迫切,0
清華,0
弱勢,0
時新,1
受窘,2
恬然,1
溫馨,1
小心翼翼,0
喧嚷,0
嚴峻,0
名存實亡,2
投鼠忌器,2
沾沾自喜,2
慧眼獨具,1
安之若素,1
抱頭鼠竄,2
撥開皮肉種紅豆－入骨相思,0
擘肌分理,1
不攻自破,2
徹頭徹尾,2
初出茅廬,0
吹篪乞食,2
達權通變,1
大張旗鼓,0
當軸處中,0
道道地地,1
東奔西走,0
飯糗茹草,2
非同小可,0
乾淨利落,1
鉤深致遠,1
毫不動搖,0
何足為奇,0
紅男綠女,0
緩兵之計,0
驚濤駭浪,0
敬業樂群,1
磕頭碰腦,0
窺豹一斑,2
眉目傳情,0
每事問,0
面面相覷,0
皮之不存，毛將焉附,2
平復如故,1
其實難副,0
強將手下無弱兵,0
傾蓋如故,0
清晰可辨,1
情急智生,1
人面桃花,0
人聲嘈雜,0
入門問諱,0
煞費苦心,0
深歷淺揭,1
神妙莫測,0
師出有名,1
十圍五攻,0
事實勝於雄辯,0
聽天由命,2
通家之好,0
挖空心思,2
未可厚非,0
嬉皮笑臉,2
喜怒無常,2
怨女曠夫,2
知其一，不知其二,2
走馬看花,2
黑哨,2
愁緒,2
訛脫,2
橫事,2
後盾,1
火性,2
狂人,2
迷霧,0
野性,2
隱憂,0
:),1
艱危,0
鬥嘴,0
帶動,1
道賀,0
登門,0
諦聽,0
洞視,1
翻悔,2
飛越,0
富民,1
感召,1
好受,1
互讓,1
犒勞,0
勞神,0
冒充,2
爬行,0
討好,2
挺進,1
推服,1
爭鬥,0
矚目,0
陰冷,2
痴肥,2
花心,2
煩囂,2
晦氣,2
怔忪,0
老到,3
濃豔,3
熱流,1
脆美,1
煥然,1
馴順,1
初生牛犢般,1
甘美多汁,1
工緻,1
靜謐,1
美美,1
兇悍,2
索寞,2
順眼,1
安瀾,1
厲害,1
藹如,1
悲鬱,0
背理,2
悖晦,2
憋屈,2
不法,2
不忿,0
不苟,1
不慎,0
稱意,1
刺耳,2
粗淺,2
崔巍,1
單弱,2
膽寒,0
低效,2
動怒,0
動人心絃,1
抖擻,1
獨到,1
多病,2
多聞,1
二流,2
發人深醒,0
放肆,2
費事,0
紛雜,2
粉嫩,1
封建,2
服從,0
浮豔,2
鯁直,1
工工整整,1
恭肅,1
孤苦,0
古怪,2
乖巧,1
貴重,1
害怕,0
含悲,2
好景不長,0
好勝,2
浩渺,1
合歡,1
和睦,1
宏亮,1
華麗,1
渙散,2
晃悠悠,2
灰禿禿,0
晦澀,2
活潑潑,1
急促,0
獎罰分明,1
狡黠,2
矯情,2
解恨,0
勁拔,1
近便,1
舉案齊眉,1
懼怕,0
看不上,2
可塑,1
鏗鏘,1
枯槁,0
枯燥,2
拉下臉來,2
狼狽,2
樂觀,1
冷冷清清,0
劣質,2
靈活機動,1
靈捷,1
靈敏,1
魯鈍,2
昧心,2
悶熱,2
面帶怒色,0
明慧,1
內疚,0
耐用,1
駑鈍,2
疲乏,0
偏枯,2
貧瘠,2
平心靜氣,0
漆黑,0
氣不過,0
千嬌百媚,1
愜心,1
親近,1
輕忽,2
清拔,1
清靜,1
清冽,1
清名,0
清婉,1
清閒,0
情急,0
晴和,0
遒健,1
冗長,2
灑灑,1
省力,0
使人發怒,0
殊榮,1
疏闊,2
舒緩,1
舒適,1
衰微,0
順利,0
鬆散,2
肅殺,2
隨和,1
隨意,0
遂心,1
討嫌,2
挑食,2
妥當,1
婉曼,1
娓娓,1
畏忌,0
穩拿,1
問心無愧,1
無動於衷,2
無恆,2
稀爛,2
鮮豔,0
險厄,2
響亮,1
蕭條,0
淆亂,2
笑影,1
心慌,0
心痛,0
欣幸,0
雄武,1
羞惡,0
羞人答答,2
朽腐,2
一個心眼,2
飲恨吞聲,2
瑩白,1
悠閒自在,1
黝黯,2
迂迴曲折,2
娛心,1
鬱積,0
知疼著熱,1
直腸子,1
直觀,1
著名,1
不興,0
群起而攻之,2
塗脂抹粉,2
倚門賣笑,2
障人眼目,2
指手畫腳,2
白璧微瑕,2
財大氣粗,3
氣味相投,1
顯而易見,0
錯落有致,1
人盡其才,1
隨遇而安,0
心廣體胖,1
反其道而行之,0
風光如畫,1
根深蒂固,2
整整齊齊,1
悔之無及,0
福與天齊,1
衣輕乘肥,1
囊括四海,1
白頭如新,0
笨鳥先飛,1
病急亂投醫,2
不管不顧,2
不蔓不枝,1
不失毫釐,1
不修邊幅,2
草木愚夫,2
察見淵魚,2
朝不謀夕,2
沉吟不語,0
乘虛而入,0
持重待機,1
躊躇不決,2
除暴安良,1
窗明几淨,1
垂首過膝,1
椿萱並茂,1
慈悲為懷,1
從風而服,2
從容自若,1
打腫臉充胖子,2
大殺風景,2
大有裨益,1
得勝回朝,1
顛沛流離,2
東拉西扯,2
獨出心裁,1
耳聰目明,1
二愣子報喪－慌里慌張,0
二三其德,2
飯來張口,2
放浪江湖,2
非分之想,2
鋒發韻流,1
逢山開路，遇水搭橋,1
扶搖直上,1
撫景傷情,0
富有成果,1
甘拜下風,1
各有千秋,1
公正客觀,1
狗尾續貂,2
古調不彈,1
鼓囊囊的皮球－有氣,0
關門大吉,0
含飴弄孫,0
蒿目時艱,2
花裡胡哨,2
黃童白叟,0
繪聲繪影,1
豁然大悟,1
